"STUDY_ID","EVENTCATEGORYNAME","EVENTNAME","startdt","SHORTTITLE","STUDYNUMBER","enddt","EVENT"
50239,"Protocol Status","Concluded","01-APR-1995","AP vs. parenteral/oral TMP/SMX for PCP","ACTG 040","","Concluded"
50239,"Protocol Status","POS/PAC","03-SEP-1991","AP vs. parenteral/oral TMP/SMX for PCP","ACTG 040","01-APR-1995","POS/PAC"
50239,"Protocol Status","Closed to Follow Up","14-JAN-1990","AP vs. parenteral/oral TMP/SMX for PCP","ACTG 040","03-SEP-1991","Closed to Follow Up"
50239,"Protocol Status","Closed to Accrual","31-MAY-1989","AP vs. parenteral/oral TMP/SMX for PCP","ACTG 040","14-JAN-1990","Closed to Accrual"
50239,"Protocol Status","Open","25-MAY-1988","AP vs. parenteral/oral TMP/SMX for PCP","ACTG 040","31-MAY-1989","Open"
50239,"Protocol Status","Pending","17-MAY-1988","AP vs. parenteral/oral TMP/SMX for PCP","ACTG 040","25-MAY-1988","Pending"
50239,"Protocol Status","In Development","02-MAR-1988","AP vs. parenteral/oral TMP/SMX for PCP","ACTG 040","17-MAY-1988","In Development"
50239,"Protocol Status","Pending","02-MAR-1988","AP vs. parenteral/oral TMP/SMX for PCP","ACTG 040","02-MAR-1988","Pending"
50240,"Protocol Status","Concluded","15-AUG-1997","AP vs. parenteral pentamidine","ACTG 041","","Concluded"
50240,"Protocol Status","POS/PAC","14-JUN-1991","AP vs. parenteral pentamidine","ACTG 041","15-AUG-1997","POS/PAC"
50240,"Protocol Status","Closed to Accrual","18-MAY-1990","AP vs. parenteral pentamidine","ACTG 041","14-JUN-1991","Closed to Accrual"
50240,"Protocol Status","Closed to Follow Up","04-APR-1990","AP vs. parenteral pentamidine","ACTG 041","18-MAY-1990","Closed to Follow Up"
50240,"Protocol Status","Open","01-DEC-1988","AP vs. parenteral pentamidine","ACTG 041","04-APR-1990","Open"
50240,"Protocol Status","Pending","23-AUG-1988","AP vs. parenteral pentamidine","ACTG 041","01-DEC-1988","Pending"
50240,"Protocol Status","In Development","07-MAR-1988","AP vs. parenteral pentamidine","ACTG 041","23-AUG-1988","In Development"
50241,"Protocol Status","Concluded","01-OCT-1998","AZT/IL-2 in asymptomatic HIV with lymphadenopathy","ACTG 042","","Concluded"
50241,"Protocol Status","POS/PAC","06-FEB-1995","AZT/IL-2 in asymptomatic HIV with lymphadenopathy","ACTG 042","01-OCT-1998","POS/PAC"
50241,"Protocol Status","Closed to Follow Up","06-AUG-1992","AZT/IL-2 in asymptomatic HIV with lymphadenopathy","ACTG 042","06-FEB-1995","Closed to Follow Up"
50241,"Protocol Status","Closed to Accrual","19-MAY-1992","AZT/IL-2 in asymptomatic HIV with lymphadenopathy","ACTG 042","06-AUG-1992","Closed to Accrual"
50241,"Protocol Status","Open","08-JUN-1988","AZT/IL-2 in asymptomatic HIV with lymphadenopathy","ACTG 042","19-MAY-1992","Open"
50241,"Protocol Status","Pending","11-MAY-1988","AZT/IL-2 in asymptomatic HIV with lymphadenopathy","ACTG 042","08-JUN-1988","Pending"
50241,"Protocol Status","In Development","11-FEB-1988","AZT/IL-2 in asymptomatic HIV with lymphadenopathy","ACTG 042","11-MAY-1988","In Development"
50242,"Protocol Status","Concluded","01-JUN-1994","clinda and primaquine for mild-mod PCP","ACTG 044","","Concluded"
50242,"Protocol Status","POS/PAC","27-NOV-1991","clinda and primaquine for mild-mod PCP","ACTG 044","01-JUN-1994","POS/PAC"
50242,"Protocol Status","Closed to Follow Up","27-NOV-1990","clinda and primaquine for mild-mod PCP","ACTG 044","27-NOV-1991","Closed to Follow Up"
50242,"Protocol Status","Closed to Accrual","20-AUG-1990","clinda and primaquine for mild-mod PCP","ACTG 044","27-NOV-1990","Closed to Accrual"
50242,"Protocol Status","Open","23-AUG-1988","clinda and primaquine for mild-mod PCP","ACTG 044","20-AUG-1990","Open"
50242,"Protocol Status","Pending","15-JUL-1988","clinda and primaquine for mild-mod PCP","ACTG 044","23-AUG-1988","Pending"
50242,"Protocol Status","In Development","23-MAR-1988","clinda and primaquine for mild-mod PCP","ACTG 044","15-JUL-1988","In Development"
50243,"Protocol Status","Concluded","01-MAR-1993","AS-101 Phase I","ACTG 046","","Concluded"
50243,"Protocol Status","Closed to Accrual","27-FEB-1990","AS-101 Phase I","ACTG 046","01-MAR-1993","Closed to Accrual"
50243,"Protocol Status","Closed to Follow Up","22-MAY-1989","AS-101 Phase I","ACTG 046","27-FEB-1990","Closed to Follow Up"
50243,"Protocol Status","Open","28-OCT-1988","AS-101 Phase I","ACTG 046","22-MAY-1989","Open"
50243,"Protocol Status","Temporarily Closed","04-AUG-1988","AS-101 Phase I","ACTG 046","28-OCT-1988","Other"
50243,"Protocol Status","Open","03-JUN-1988","AS-101 Phase I","ACTG 046","04-AUG-1988","Open"
50243,"Protocol Status","Pending","04-APR-1988","AS-101 Phase I","ACTG 046","03-JUN-1988","Pending"
50243,"Protocol Status","In Development","18-MAR-1988","AS-101 Phase I","ACTG 046","04-APR-1988","In Development"
50243,"Protocol Status","Pending","18-MAR-1988","AS-101 Phase I","ACTG 046","18-MAR-1988","Pending"
50244,"Protocol Status","Concluded","01-MAR-1997","AZT/ddC alternating","ACTG 047","","Concluded"
50244,"Protocol Status","POS/PAC","20-SEP-1991","AZT/ddC alternating","ACTG 047","01-MAR-1997","POS/PAC"
50244,"Protocol Status","Closed to Follow Up","08-MAY-1991","AZT/ddC alternating","ACTG 047","20-SEP-1991","Closed to Follow Up"
50244,"Protocol Status","Closed to Accrual","04-OCT-1989","AZT/ddC alternating","ACTG 047","08-MAY-1991","Closed to Accrual"
50244,"Protocol Status","Open","06-JUN-1988","AZT/ddC alternating","ACTG 047","04-OCT-1989","Open"
50244,"Protocol Status","Pending","24-MAY-1988","AZT/ddC alternating","ACTG 047","06-JUN-1988","Pending"
50244,"Protocol Status","In Development","27-MAR-1988","AZT/ddC alternating","ACTG 047","24-MAY-1988","In Development"
50245,"Protocol Status","POS/PAC","12-JUN-1991","AP for","ACTG 048","","POS/PAC"
50245,"Protocol Status","Concluded","01-APR-1991","AP for","ACTG 048","12-JUN-1991","Concluded"
50245,"Protocol Status","Closed to Accrual","21-FEB-1990","AP for","ACTG 048","01-APR-1991","Closed to Accrual"
50245,"Protocol Status","Closed to Follow Up","24-APR-1989","AP for","ACTG 048","21-FEB-1990","Closed to Follow Up"
50245,"Protocol Status","Open","15-MAR-1989","AP for","ACTG 048","24-APR-1989","Open"
50245,"Protocol Status","Pending","23-FEB-1989","AP for","ACTG 048","15-MAR-1989","Pending"
50245,"Protocol Status","FDA - IND Hold","01-FEB-1989","AP for","ACTG 048","23-FEB-1989","Other"
50245,"Protocol Status","Pending","30-DEC-1988","AP for","ACTG 048","01-FEB-1989","Pending"
50245,"Protocol Status","In Development","05-APR-1988","AP for","ACTG 048","30-DEC-1988","In Development"
50246,"Protocol Status","Concluded","01-MAR-1997","AZT/ddC alternating in AZT int.","ACTG 050","","Concluded"
50246,"Protocol Status","Concluded","06-FEB-1995","AZT/ddC alternating in AZT int.","ACTG 050","01-MAR-1997","Concluded"
50246,"Protocol Status","Closed to Follow Up","17-DEC-1990","AZT/ddC alternating in AZT int.","ACTG 050","06-FEB-1995","Closed to Follow Up"
50246,"Protocol Status","Closed to Accrual","15-JUN-1989","AZT/ddC alternating in AZT int.","ACTG 050","17-DEC-1990","Closed to Accrual"
50246,"Protocol Status","Open","15-JUN-1988","AZT/ddC alternating in AZT int.","ACTG 050","15-JUN-1989","Open"
50246,"Protocol Status","Pending","07-JUN-1988","AZT/ddC alternating in AZT int.","ACTG 050","15-JUN-1988","Pending"
50246,"Protocol Status","In Development","04-APR-1988","AZT/ddC alternating in AZT int.","ACTG 050","07-JUN-1988","In Development"
50247,"Protocol Status","Concluded","01-AUG-1992","Foscarnet for long-term AZT patients","ACTG 053","","Concluded"
50247,"Protocol Status","POS/PAC","01-JUN-1991","Foscarnet for long-term AZT patients","ACTG 053","01-AUG-1992","POS/PAC"
50247,"Protocol Status","Closed to Follow Up","16-FEB-1990","Foscarnet for long-term AZT patients","ACTG 053","01-JUN-1991","Closed to Follow Up"
50247,"Protocol Status","Closed to Accrual","30-SEP-1989","Foscarnet for long-term AZT patients","ACTG 053","16-FEB-1990","Closed to Accrual"
50247,"Protocol Status","Open","09-NOV-1988","Foscarnet for long-term AZT patients","ACTG 053","30-SEP-1989","Open"
50247,"Protocol Status","Pending","17-MAY-1988","Foscarnet for long-term AZT patients","ACTG 053","09-NOV-1988","Pending"
50247,"Protocol Status","In Development","08-APR-1988","Foscarnet for long-term AZT patients","ACTG 053","17-MAY-1988","In Development"
50248,"Protocol Status","Concluded","06-FEB-1990","Dose ranging ampligen for p24+ AIDS/ARC pts.","ACTG 054","","Concluded"
50248,"Protocol Status","Withdrawn","06-FEB-1990","Dose ranging ampligen for p24+ AIDS/ARC pts.","ACTG 054","06-FEB-1990","Other"
50248,"Protocol Status","Closed to Follow Up","15-NOV-1989","Dose ranging ampligen for p24+ AIDS/ARC pts.","ACTG 054","06-FEB-1990","Closed to Follow Up"
50248,"Protocol Status","Closed to Accrual","06-NOV-1989","Dose ranging ampligen for p24+ AIDS/ARC pts.","ACTG 054","15-NOV-1989","Closed to Accrual"
50248,"Protocol Status","Open","21-NOV-1988","Dose ranging ampligen for p24+ AIDS/ARC pts.","ACTG 054","06-NOV-1989","Open"
50248,"Protocol Status","Pending","17-JUN-1988","Dose ranging ampligen for p24+ AIDS/ARC pts.","ACTG 054","21-NOV-1988","Pending"
50248,"Protocol Status","In Development","05-APR-1988","Dose ranging ampligen for p24+ AIDS/ARC pts.","ACTG 054","17-JUN-1988","In Development"
50249,"Protocol Status","Concluded","01-JUN-1992","AZT/Methadone PK","ACTG 055","","Concluded"
50249,"Protocol Status","POS/PAC","29-MAR-1991","AZT/Methadone PK","ACTG 055","01-JUN-1992","POS/PAC"
50249,"Protocol Status","Closed to Accrual","22-FEB-1991","AZT/Methadone PK","ACTG 055","29-MAR-1991","Closed to Accrual"
50249,"Protocol Status","Closed to Follow Up","15-DEC-1990","AZT/Methadone PK","ACTG 055","22-FEB-1991","Closed to Follow Up"
50249,"Protocol Status","Open","03-FEB-1989","AZT/Methadone PK","ACTG 055","15-DEC-1990","Open"
50249,"Protocol Status","In Development","05-APR-1988","AZT/Methadone PK","ACTG 055","03-FEB-1989","In Development"
50250,"Protocol Status","Concluded","01-MAR-1993","Atvogen in healthy volunteers & HIV infected pts.","ACTG 056","","Concluded"
50250,"Protocol Status","POS/PAC","05-JAN-1990","Atvogen in healthy volunteers & HIV infected pts.","ACTG 056","01-MAR-1993","POS/PAC"
50250,"Protocol Status","Closed to Accrual","06-NOV-1989","Atvogen in healthy volunteers & HIV infected pts.","ACTG 056","05-JAN-1990","Closed to Accrual"
50250,"Protocol Status","Closed to Follow Up","26-MAY-1989","Atvogen in healthy volunteers & HIV infected pts.","ACTG 056","06-NOV-1989","Closed to Follow Up"
50250,"Protocol Status","Open","01-JUN-1988","Atvogen in healthy volunteers & HIV infected pts.","ACTG 056","26-MAY-1989","Open"
50250,"Protocol Status","In Development","05-APR-1988","Atvogen in healthy volunteers & HIV infected pts.","ACTG 056","01-JUN-1988","In Development"
50251,"Protocol Status","Concluded","01-MAR-1998","AZT/IFN-Beta (Phase I) in KS","ACTG 057","","Concluded"
50251,"Protocol Status","Closed to Follow Up","11-APR-1993","AZT/IFN-Beta (Phase I) in KS","ACTG 057","01-MAR-1998","Closed to Follow Up"
50251,"Protocol Status","POS/PAC","01-JUL-1991","AZT/IFN-Beta (Phase I) in KS","ACTG 057","11-APR-1993","POS/PAC"
50251,"Protocol Status","Closed to Accrual","05-MAR-1991","AZT/IFN-Beta (Phase I) in KS","ACTG 057","01-JUL-1991","Closed to Accrual"
50251,"Protocol Status","Open","29-MAR-1989","AZT/IFN-Beta (Phase I) in KS","ACTG 057","05-MAR-1991","Open"
50251,"Protocol Status","Pending","19-DEC-1988","AZT/IFN-Beta (Phase I) in KS","ACTG 057","29-MAR-1989","Pending"
50251,"Protocol Status","In Development","29-MAR-1988","AZT/IFN-Beta (Phase I) in KS","ACTG 057","19-DEC-1988","In Development"
50252,"Protocol Status","Withdrawn","07-FEB-1989"," ","ACTG 058","","Other"
50252,"Protocol Status","In Development","29-MAR-1988"," ","ACTG 058","07-FEB-1989","In Development"
50253,"Protocol Status","Concluded","01-MAY-1996","Fluconazole vs. Amp-B for acute crypt. meningitis","ACTG 059","","Concluded"
50253,"Protocol Status","POS/PAC","22-JUL-1991","Fluconazole vs. Amp-B for acute crypt. meningitis","ACTG 059","01-MAY-1996","POS/PAC"
50253,"Protocol Status","Closed to Follow Up","12-MAY-1990","Fluconazole vs. Amp-B for acute crypt. meningitis","ACTG 059","22-JUL-1991","Closed to Follow Up"
50253,"Protocol Status","Closed to Accrual","14-AUG-1989","Fluconazole vs. Amp-B for acute crypt. meningitis","ACTG 059","12-MAY-1990","Closed to Accrual"
50253,"Protocol Status","In Development","08-APR-1988","Fluconazole vs. Amp-B for acute crypt. meningitis","ACTG 059","14-AUG-1989","In Development"
50253,"Protocol Status","Open","08-APR-1988","Fluconazole vs. Amp-B for acute crypt. meningitis","ACTG 059","08-APR-1988","Open"
50254,"Protocol Status","Concluded","13-APR-1990","Dose ranging oral dextran sulfate in AIDS/ARC","ACTG 060","","Concluded"
50254,"Protocol Status","Closed to Follow Up","18-AUG-1989","Dose ranging oral dextran sulfate in AIDS/ARC","ACTG 060","13-APR-1990","Closed to Follow Up"
50254,"Protocol Status","Closed to Accrual","20-JUN-1989","Dose ranging oral dextran sulfate in AIDS/ARC","ACTG 060","18-AUG-1989","Closed to Accrual"
50254,"Protocol Status","Open","02-AUG-1988","Dose ranging oral dextran sulfate in AIDS/ARC","ACTG 060","20-JUN-1989","Open"
50254,"Protocol Status","Pending","17-JUN-1988","Dose ranging oral dextran sulfate in AIDS/ARC","ACTG 060","02-AUG-1988","Pending"
50254,"Protocol Status","In Development","25-APR-1988","Dose ranging oral dextran sulfate in AIDS/ARC","ACTG 060","17-JUN-1988","In Development"
50255,"Protocol Status","Concluded","14-FEB-1990","AZT in ADC (open-label)","ACTG 061","","Concluded"
50255,"Protocol Status","Closed to Follow Up","20-JAN-1990","AZT in ADC (open-label)","ACTG 061","14-FEB-1990","Closed to Follow Up"
50255,"Protocol Status","Closed to Accrual","22-SEP-1989","AZT in ADC (open-label)","ACTG 061","20-JAN-1990","Closed to Accrual"
50255,"Protocol Status","Open","03-FEB-1989","AZT in ADC (open-label)","ACTG 061","22-SEP-1989","Open"
50255,"Protocol Status","Pending","21-NOV-1988","AZT in ADC (open-label)","ACTG 061","03-FEB-1989","Pending"
50255,"Protocol Status","In Development","25-APR-1988","AZT in ADC (open-label)","ACTG 061","21-NOV-1988","In Development"
50256,"Protocol Status","Concluded","01-DEC-1995","AZT in Hepatic Insuff.","ACTG 062","","Concluded"
50256,"Protocol Status","POS/PAC","05-MAY-1990","AZT in Hepatic Insuff.","ACTG 062","01-DEC-1995","POS/PAC"
50256,"Protocol Status","Closed to Accrual","16-FEB-1990","AZT in Hepatic Insuff.","ACTG 062","05-MAY-1990","Closed to Accrual"
50256,"Protocol Status","Closed to Follow Up","15-FEB-1990","AZT in Hepatic Insuff.","ACTG 062","16-FEB-1990","Closed to Follow Up"
50256,"Protocol Status","Open","26-SEP-1988","AZT in Hepatic Insuff.","ACTG 062","15-FEB-1990","Open"
50256,"Protocol Status","Pending","21-JUL-1988","AZT in Hepatic Insuff.","ACTG 062","26-SEP-1988","Pending"
50256,"Protocol Status","In Development","25-APR-1988","AZT in Hepatic Insuff.","ACTG 062","21-JUL-1988","In Development"
50257,"Protocol Status","Concluded","01-AUG-1998","AZT/ACV","ACTG 063","","Concluded"
50257,"Protocol Status","POS/PAC","10-NOV-1994","AZT/ACV","ACTG 063","01-AUG-1998","POS/PAC"
50257,"Protocol Status","Closed to Follow Up","10-MAY-1993","AZT/ACV","ACTG 063","10-NOV-1994","Closed to Follow Up"
50257,"Protocol Status","Closed to Accrual","13-MAR-1992","AZT/ACV","ACTG 063","10-MAY-1993","Closed to Accrual"
50257,"Protocol Status","Open","08-FEB-1991","AZT/ACV","ACTG 063","13-MAR-1992","Open"
50257,"Protocol Status","Temporarily Closed","01-JAN-1991","AZT/ACV","ACTG 063","08-FEB-1991","Other"
50257,"Protocol Status","Open","17-FEB-1989","AZT/ACV","ACTG 063","01-JAN-1991","Open"
50257,"Protocol Status","Pending","23-MAY-1987","AZT/ACV","ACTG 063","17-FEB-1989","Pending"
50258,"Protocol Status","Concluded","01-DEC-1995","ddI Phase I","ACTG 064","","Concluded"
50258,"Protocol Status","Closed to Follow Up","06-AUG-1992","ddI Phase I","ACTG 064","01-DEC-1995","Closed to Follow Up"
50258,"Protocol Status","POS/PAC","01-MAY-1990","ddI Phase I","ACTG 064","06-AUG-1992","POS/PAC"
50258,"Protocol Status","Closed to Accrual","12-JAN-1990","ddI Phase I","ACTG 064","01-MAY-1990","Closed to Accrual"
50258,"Protocol Status","Open","03-OCT-1988","ddI Phase I","ACTG 064","12-JAN-1990","Open"
50258,"Protocol Status","Pending","16-AUG-1988","ddI Phase I","ACTG 064","03-OCT-1988","Pending"
50258,"Protocol Status","In Development","28-APR-1988","ddI Phase I","ACTG 064","16-AUG-1988","In Development"
50259,"Protocol Status","Concluded","01-MAR-1993","GM-CSF & ZDV in pts. w/ AIDS/Severe ARC","ACTG 065","","Concluded"
50259,"Protocol Status","POS/PAC","05-MAY-1990","GM-CSF & ZDV in pts. w/ AIDS/Severe ARC","ACTG 065","01-MAR-1993","POS/PAC"
50259,"Protocol Status","Closed to Accrual","01-DEC-1989","GM-CSF & ZDV in pts. w/ AIDS/Severe ARC","ACTG 065","05-MAY-1990","Closed to Accrual"
50259,"Protocol Status","Closed to Follow Up","03-NOV-1989","GM-CSF & ZDV in pts. w/ AIDS/Severe ARC","ACTG 065","01-DEC-1989","Closed to Follow Up"
50259,"Protocol Status","Open","03-FEB-1989","GM-CSF & ZDV in pts. w/ AIDS/Severe ARC","ACTG 065","03-NOV-1989","Open"
50259,"Protocol Status","Pending","12-SEP-1988","GM-CSF & ZDV in pts. w/ AIDS/Severe ARC","ACTG 065","03-FEB-1989","Pending"
50259,"Protocol Status","In Development","29-APR-1988","GM-CSF & ZDV in pts. w/ AIDS/Severe ARC","ACTG 065","12-SEP-1988","In Development"
50260,"Protocol Status","POS/PAC","29-MAR-1991","(high dose) CD4","ACTG 066","","POS/PAC"
50260,"Protocol Status","Closed to Follow Up","24-DEC-1990","(high dose) CD4","ACTG 066","29-MAR-1991","Closed to Follow Up"
50260,"Protocol Status","Closed to Accrual","18-SEP-1990","(high dose) CD4","ACTG 066","24-DEC-1990","Closed to Accrual"
50260,"Protocol Status","Concluded","01-SEP-1990","(high dose) CD4","ACTG 066","18-SEP-1990","Concluded"
50260,"Protocol Status","Open","07-FEB-1990","(high dose) CD4","ACTG 066","01-SEP-1990","Open"
50260,"Protocol Status","Temporarily Closed","25-MAY-1989","(high dose) CD4","ACTG 066","07-FEB-1990","Other"
50260,"Protocol Status","Open","14-OCT-1988","(high dose) CD4","ACTG 066","25-MAY-1989","Open"
50260,"Protocol Status","Pending","28-SEP-1988","(high dose) CD4","ACTG 066","14-OCT-1988","Pending"
50260,"Protocol Status","In Development","02-MAY-1988","(high dose) CD4","ACTG 066","28-SEP-1988","In Development"
50261,"Protocol Status","Concluded","01-JAN-1994","Safety & immunology of ZDV + IL-2 in AIDS & ARC","ACTG 067","","Concluded"
50261,"Protocol Status","POS/PAC","01-JAN-1994","Safety & immunology of ZDV + IL-2 in AIDS & ARC","ACTG 067","01-JAN-1994","POS/PAC"
50261,"Protocol Status","Closed to Accrual","26-NOV-1991","Safety & immunology of ZDV + IL-2 in AIDS & ARC","ACTG 067","01-JAN-1994","Closed to Accrual"
50261,"Protocol Status","Closed to Follow Up","22-MAR-1991","Safety & immunology of ZDV + IL-2 in AIDS & ARC","ACTG 067","26-NOV-1991","Closed to Follow Up"
50261,"Protocol Status","Open","16-FEB-1989","Safety & immunology of ZDV + IL-2 in AIDS & ARC","ACTG 067","22-MAR-1991","Open"
50261,"Protocol Status","Pending","22-SEP-1988","Safety & immunology of ZDV + IL-2 in AIDS & ARC","ACTG 067","16-FEB-1989","Pending"
50261,"Protocol Status","In Development","02-MAY-1988","Safety & immunology of ZDV + IL-2 in AIDS & ARC","ACTG 067","22-SEP-1988","In Development"
50262,"Protocol Status","Concluded","01-APR-1996","AZT+alpha interferon in symptomatic HIV disease","ACTG 068","","Concluded"
50262,"Protocol Status","POS/PAC","08-NOV-1993","AZT+alpha interferon in symptomatic HIV disease","ACTG 068","01-APR-1996","POS/PAC"
50262,"Protocol Status","Closed to Follow Up","18-FEB-1993","AZT+alpha interferon in symptomatic HIV disease","ACTG 068","08-NOV-1993","Closed to Follow Up"
